,year,population_access_to_electricity,access_to_clean_fuels_for_cooking,re_share_in_total_ec_in_percentage,electricity_from_renewables_twh,lowcarbon_electricity,primary_energy_consumption_per_capita_kwhperson,gdp_growth,gdp_per_capita,country_id
526,2001,2.79742,0.3,94.84,0.11,100.0,217.60869,2.055807108,134.3634269,26
527,2002,3.1240184,0.3,94.65,0.13,100.0,200.19261,4.446519412,123.1175361,26
528,2003,3.4453816,0.3,95.76,0.1,100.0,157.22882,-1.22372796,113.5672513,26
529,2004,3.7638588,0.3,96.04,0.09,99.99999,174.65433,4.833657768,128.3367028,26
530,2005,3.207317,0.3,96.01,0.09,99.99999,145.98683,0.900000001,151.6815663,26
531,2006,2.66,0.3,95.31,0.09,99.99999,163.21136,5.413807145,167.3764625,26
532,2007,4.7259464,0.3,95.29,0.12,100.0,246.2004,3.45195249,172.4955966,26
533,2008,4.8,0.3,95.15,0.11,100.0,155.42688,4.861712995,198.3528517,26
534,2009,5.399017,0.3,95.18,0.12,100.0,149.19579,3.812746937,212.1370572,26
535,2010,5.3,0.3,92.57,0.14,100.0,199.67647,5.124163303,234.2355389,26
536,2011,6.122684,0.2,91.65,0.13,92.85714,226.62114,4.032602496,249.5779794,26
537,2012,6.5,0.2,91.45,0.14,93.33333,205.98769,4.446708222,252.3588707,26
538,2013,6.9,0.2,91.08,0.15,83.333336,216.88063,4.924195261,256.9756526,26
539,2014,7.0,0.2,91.28,0.15,78.94737,196.12764,4.240651644,274.8578362,26
540,2015,8.427652,0.2,91.15,0.15,83.333336,193.7544,-3.900003086,305.5496525,26
541,2016,9.34841,0.2,89.52,0.16,84.210526,208.42976,-0.600020001,260.5652208,26
542,2017,9.3,0.2,88.12,0.21,72.413795,246.89967,0.500009999,253.8263541,26
543,2018,10.884909,0.2,85.58,0.17,62.96296,290.7686,1.609933082,238.783467,26
544,2019,11.356528,0.2,84.77,0.24,66.666664,309.34055,1.842476677,228.2135892,26
545,2020,11.735556,0.2,32.63816497829233,0.24,68.57143,289.06625,0.297577119,238.9907259,26
546,2000,16.6,3.6,81.58,0.05,10.638298,739.4555,9.993580322,300.613679,27
547,2001,14.624778,4.1,80.51,0.03,5.882353,769.4097,8.148386098,321.1502236,27
548,2002,18.1871,4.7,80.97,0.03,4.347826,754.1447,6.578939503,338.9874773,27
549,2003,19.3,5.3,79.92,0.04,5.633803,803.81635,8.505895557,362.3354822,27
550,2004,25.298384,5.9,80.69,0.03,3.9473684,813.56445,10.34052878,408.5136388,27
551,2005,20.5,6.7,79.24,0.04,4.4444447,909.82135,13.25008691,474.1111921,27
552,2006,32.40758,7.6,78.01,0.13,11.711712,967.99585,10.77108367,539.7503289,27
553,2007,35.967636,8.4,74.79,0.16,11.347518,1116.1547,10.21257391,631.5252576,27
554,2008,26.4,9.4,74.13,0.16,11.510792,1152.201,6.691577475,745.609127,27
555,2009,43.112152,10.5,68.04,0.15,12.820514,1399.9335,0.086696959,738.0547312,27
556,2010,31.1,11.7,64.82,0.12,12.903226,1591.3198,5.963078575,785.5026671,27
557,2011,50.307262,13.1,63.99,0.18,18.181818,1623.9176,7.069569946,882.275614,27
558,2012,53.930565,14.5,64.36,0.86,62.773724,1783.7217,7.313345505,950.880346,27
559,2013,57.573696,16.2,64.97,1.26,72.83237,1866.1189,7.356665149,1013.420536,27
560,2014,56.1,18.0,63.7,1.96,65.55184,2031.7474,7.142571101,1093.495976,27
561,2015,64.91042,20.3,60.63,2.16,50.704227,2299.249,6.965797815,1162.904995,27
562,2016,69.54431,22.7,58.01,2.81,51.749542,2828.744,6.933313973,1269.591499,27
563,2017,89.07,25.5,56.25,3.07,45.34712,2950.2996,6.996903699,1385.260066,27
564,2018,81.07565,28.9,56.38,5.0,62.81407,3674.9282,7.469169207,1512.126989,27
565,2019,84.0,32.6,53.36,4.51,53.372787,4069.4607,7.054106932,1643.121389,27
566,2020,86.4,36.8,32.63816497829233,4.62,54.674557,3918.6375,-3.147589098,1543.669258,27
567,2000,41.0,9.8,84.59,3.41,98.840576,1575.576,3.832417795,681.102043,28
568,2001,46.2,10.7,85.3,3.44,98.28571,1529.8099,4.324261192,687.6481344,28
569,2002,44.0404,11.7,85.26,3.15,96.62577,1467.4718,4.477026829,759.1118514,28
570,2003,45.123013,12.7,85.3,3.49,95.87912,1529.6643,5.453153691,950.5648637,28
571,2004,47.1,13.7,85.53,3.88,95.566505,1551.4,7.048862823,1090.785332,28
572,2005,47.281933,14.7,86.31,3.73,94.43038,1456.8976,2.228270206,1100.174926,28
573,2006,49.0,15.9,85.51,3.85,87.69932,1606.5828,3.809583273,1147.4366,28
574,2007,48.2,16.8,80.82,3.81,75.44554,1647.3816,4.327589013,1277.516807,28
575,2008,50.541397,17.7,80.82,4.19,76.459854,1625.477,2.847677889,1439.547804,28
